u,g,r,i,z,Teff,FeH
22.05573,19.20698,17.76519,16.86842,16.38345,3980,-0.04
16.85658,15.6889,15.31456,15.17687,15.13106,6038,-0.08
18.31169,17.1048,16.62077,16.45301,16.3791,5320,-0.76
18.95265,18.08169,17.83736,17.73827,17.71383,6500,-2.5
19.86149,18.81193,18.68566,18.68204,18.59323,7000,-1.5
19.98698,18.86571,18.8567,18.92023,18.96145,7500,-2
18.07424,17.12895,16.99964,16.62279,16.54517,6000,-1.5
24.11831,22.52673,21.21062,20.57888,20.15705,5000,0
23.96999,21.98192,20.53271,19.24902,18.4692,3717,-0.2
19.27189,18.94682,19.19045,19.41548,19.78523,7652,0.06
19.38809,18.49286,18.33979,18.27248,18.27465,7500,-1.5
17.82014,16.91887,16.58238,16.46995,16.41694,6000,-1.5
17.74583,16.39487,15.91404,15.7312,15.66327,5320,-0.76
25.30252,25.82235,24.99852,22.50553,23.34827,5807,0.14
18.56564,17.72539,17.47005,17.40267,17.39109,7000,-2.5
23.35967,20.59957,19.0167,18.08785,17.56152,3980,-0.04
17.48545,16.50522,16.26882,16.1811,16.15477,6500,-1.5
21.79274,19.52481,18.50484,18.11195,17.82944,4382,-0.28
18.82467,17.82837,17.72146,17.80428,17.84237,7500,-1.5
19.04469,18.14568,17.74532,17.61602,17.59255,6000,-2
18.67594,17.66796,17.3589,17.24884,17.22678,6000,-1.5
18.61199,17.49811,17.06986,16.89646,16.81015,5651,-0.32
18.47086,17.26489,16.99165,16.88328,16.83977,6000,-1.5
20.39826,19.09921,19.17158,19.27736,19.2729,8580,0
20.17608,19.19814,19.08055,19.10909,19.12502,5961,-1.16
20.79746,19.5342,19.12578,18.5041,18.76352,6000,-1.5
21.33571,19.51868,18.66986,18.44926,18.27504,4576,-0.39
18.22729,17.22416,17.13867,17.23849,17.19535,7500,-1.5
16.51488,15.3716,14.95339,14.78833,14.73029,5373,-1.08
18.27834,17.72741,17.56966,17.52595,17.5569,6500,-2.5
20.434,19.21162,19.03256,18.94494,18.89975,7080,-0.28
17.15698,16.04984,15.6602,15.51096,15.47703,5841,-0.72
19.75766,19.49988,19.78595,19.975,20.16025,9000,-2.5
20.20702,19.03895,18.85825,18.81055,18.8149,6000,-1.5
17.77882,16.47083,16.61481,16.7291,16.77598,8500,-2
19.16332,19.44895,19.92798,20.26895,20.55588,9530,-0.2
19.85162,18.65433,18.50132,18.48097,18.4948,6500,-1
19.75615,18.82726,18.60498,18.51222,18.55269,6500,-2
20.14782,19.22535,19.05972,19.04485,18.9101,7000,-2.5
19.45241,18.3151,18.36806,18.45432,18.55334,8500,-1
15.85837,14.6398,14.627,14.65232,14.71224,7500,-1
21.18557,19.76053,19.29708,19.121,19.01668,5671,-0.18
18.37225,17.44557,17.23595,17.15571,17.15108,7000,-1.5
19.89903,18.74299,18.49407,18.38309,18.37632,6500,-1.5
21.65405,19.01292,17.59376,16.89381,16.49411,3858,-0.06
19.39411,18.2747,17.88239,17.74722,17.73928,6000,-1
17.78565,17.41639,17.49063,17.58314,17.72194,7652,0.06
18.51496,17.25798,17.1038,17.08139,17.10546,7500,-1
17.46746,16.33746,15.95132,15.80004,15.75858,6038,-0.08
21.48906,20.25104,19.75721,19.255,18.95116,3922,-0.17
18.96322,17.85093,17.48051,17.32187,17.26341,6000,-1
16.42743,15.33366,14.99565,14.87294,14.84841,6000,-1
17.89753,16.81829,16.45209,16.30923,16.27073,5966,-0.72
17.72441,16.83494,16.49445,16.36187,16.31086,6000,-2
18.73796,17.22573,16.69303,16.48926,16.38885,5426,-0.04
17.34573,16.10656,16.15169,16.23641,16.27666,8500,-1
17.20051,16.067,15.65591,15.48406,15.41381,5373,-1.08
18.5252,17.43512,16.96415,16.74063,16.66325,6000,-1.5
18.57329,17.47314,17.1162,16.97017,16.94495,6000,-1
18.91544,17.91409,17.53522,17.39474,17.38284,6000,0
20.529,19.32071,19.06388,18.9999,19.05558,7134,-0.07
18.88226,18.00953,17.63889,17.50566,17.48705,6000,-1.5
19.6142,18.46709,18.33225,18.29123,18.36385,7500,-0.5
19.15532,18.14646,17.76361,17.62014,17.57911,6000,-1.5
18.52831,17.40487,16.95836,16.7633,16.6758,5790,-0.65
20.41727,19.23172,19.11374,19.06038,19.05589,9379,0.03
21.44777,19.02984,17.55414,17.63078,17.32688,4382,-0.28
18.6252,17.65269,17.30148,17.15398,17.0855,6000,-1.5
17.74533,16.58738,16.13901,15.97682,15.89186,5651,-0.32
19.98781,19.01135,18.90031,18.8345,18.88424,7500,-2.5
18.09662,17.13275,16.86296,16.73379,16.68733,6500,-1
21.99417,20.30546,19.11028,18.30359,17.7995,3690,0.05
20.47782,19.25035,19.31,19.37671,19.3732,7500,-1.5
20.02813,19.02832,18.81857,18.70264,18.64438,6500,-2.5
26.27099,25.19463,22.96048,20.36509,18.56322,5820,-0.05
18.62308,17.3915,17.57241,17.64577,17.71435,6500,-2
20.60018,19.08867,18.48906,18.22715,18.48636,5047,-1.34
20.61584,19.3614,19.1386,19.11054,19.04353,7000,-1.5
20.42741,19.48834,19.32394,19.29017,19.29493,6500,-2
20.21518,19.10883,19.06675,19.06453,19.00187,5961,-1.16
25.38461,22.97761,21.22178,18.36551,16.70201,3717,-0.2
20.75523,19.47808,19.58492,19.74196,19.70672,8500,-1.5
17.43625,16.24241,16.34859,16.46295,16.54823,8500,-0.5
17.60363,16.41024,15.98137,15.82461,15.77065,5625,-0.21
20.80844,19.44716,19.59481,19.75237,19.89303,8500,-2.5
18.72,17.41147,17.5402,17.64473,17.73892,8500,-1
20.05582,19.09168,18.95402,18.9041,18.9571,7000,-1.5
18.9485,17.72439,17.71582,17.7704,17.7945,7500,-1.5
18.7499,16.7482,15.96372,15.68902,15.54343,4775,-0.12
16.71262,15.47072,15.47134,15.50465,15.51166,7500,-2
19.7074,19.34164,19.61309,19.84981,20.20721,7652,0.06
20.44612,20.35768,20.69638,21.09345,21.09295,7518,-0.3
20.22643,19.71161,19.9129,20.04381,20.36237,8500,-2.5
20.52,19.31715,19.42218,19.59558,19.75919,9500,-0.5
18.72257,17.89327,17.56226,17.43629,17.37919,6000,0
20.34202,19.29719,19.28263,19.36307,19.45726,8500,-2.5
20.20901,19.28868,19.23722,19.29638,19.3789,7500,-2.5
20.07833,19.10016,18.95654,18.94913,18.96577,7500,-0.5
19.4205,18.39383,18.25399,18.19572,18.2051,7000,-1
18.68723,17.58201,17.26834,17.15443,17.14349,6245,-0.49
16.5374,15.31568,15.50973,15.65817,15.73511,8500,-2
19.3707,18.95057,19.16439,19.36067,19.49903,7652,0.06
19.72582,18.5898,18.78584,18.95755,19.01555,8500,-1.5
19.26653,18.04451,17.5123,17.31419,17.20173,5320,-0.76
17.94737,16.93467,16.81495,16.79922,16.82187,7500,-1.5
19.83809,18.63276,18.75906,18.84253,19.01467,9000,-0.5
20.19071,19.3278,19.14246,19.03744,18.95848,4683,-1.79
17.27108,16.25607,15.91797,15.79894,15.74368,6000,-1
17.33118,16.10646,15.67156,15.52057,15.45269,5474,-0.67
20.29691,19.83939,19.88756,20.06197,20.20588,7652,0.06
20.39198,19.27771,19.33006,19.38652,19.40713,8500,-1
22.50087,20.34,19.473,19.5118,18.89097,4576,-0.39
18.62147,17.55894,17.52265,17.52343,17.57272,8500,-1.5
20.05733,19.15139,18.91998,18.83745,18.85302,6500,-2.5
18.09859,17.06643,16.98781,16.98701,16.98863,7500,-2
16.71196,15.72109,15.40507,15.28697,15.21862,6000,-1.5
17.09569,15.8932,15.44085,15.28314,15.20945,5474,-0.67
19.26152,18.0619,18.25927,18.40963,18.49616,9500,-1
18.24344,17.11213,16.69012,16.53508,16.46733,5746,-0.76
19.00243,18.60857,18.64278,18.70931,18.931,8500,-2.5
20.50782,19.41473,19.38647,19.40782,19.46092,7500,-1.5
23.29264,20.72104,19.38028,19.81759,18.14692,3980,-0.04
20.81035,19.81044,19.52541,19.15045,19.48533,6000,-1.5
16.11224,14.98823,14.61268,14.45858,14.41786,5873,-0.45
19.0362,17.96896,17.60009,17.50693,17.46415,6000,0
18.17605,16.93536,16.46772,16.29407,16.23818,5320,-0.76
18.72396,17.5888,17.21169,17.08177,17.03843,5790,-0.65
20.60872,20.00942,19.25428,18.69269,18.21197,3980,-0.04
18.38883,17.12667,16.87227,16.78433,16.73963,7500,-1.5
18.67298,17.56617,17.16143,17.00663,16.92013,5621,-1.02
20.0714,18.82274,18.95444,19.07114,19.16166,9500,-1
18.17344,16.99303,16.88297,16.88571,16.91445,7500,-0.5
18.91274,17.7324,17.28936,17.12817,17.05349,5474,-0.67
20.85431,19.54585,19.3341,19.24637,19.14158,7500,-1
17.03759,15.8586,16.05692,16.22025,16.32196,8500,-2.5
20.03544,18.7992,18.83942,18.90245,18.91185,8320,0
20.41762,19.16045,19.0186,18.99891,19.00717,6000,-1.29
19.37696,18.14281,17.60383,17.3847,17.28515,5047,-1.34
18.2663,17.11522,16.66334,16.52625,16.45739,5720,-0.54
19.16799,18.31136,17.1766,17.81124,17.54,6000,-1
17.30924,16.10316,15.70933,15.56894,15.52354,5720,-0.54
17.65753,16.52321,16.51908,16.58461,16.65347,8500,-1
19.61585,18.646,18.53053,18.48413,18.57807,7500,-1
17.29023,16.20386,15.78211,15.60586,15.54368,5665,-0.99
18.8057,17.82163,17.68928,17.68218,17.71096,7500,-1.5
18.74935,17.64831,17.73125,17.83346,17.95347,9000,-1.5
20.31418,19.05504,19.16411,19.29021,19.29879,8500,-1
18.70275,17.48969,17.42756,17.4202,17.44513,7500,-1
20.30469,19.28514,19.20106,19.19905,19.33194,7500,-1
19.18915,18.16451,18.05397,18.02942,18.08189,7000,-1.5
17.66733,16.56964,16.51627,16.55297,16.62041,7500,-1.5
18.87741,17.56204,17.60382,16.81297,16.65571,5285,-0.71
20.48875,19.22061,18.97059,18.88753,18.86409,6500,-1
18.41148,17.48278,17.24651,17.14639,17.13669,6500,-2
18.19567,16.96691,16.52613,16.37693,16.31607,5630,-0.45
18.54475,17.42644,16.96878,16.76788,16.71224,5659,-0.6
18.69795,18.39704,18.6714,18.94692,19.25657,9000,-2.5
17.88941,16.83972,17.0455,17.20097,17.27602,9640,-0.06
18.48226,17.19213,16.64047,16.40343,16.25849,5100,-1.82
17.79533,16.59933,16.17107,16.013,15.97547,5890,-0.11
17.97171,16.46207,15.90036,15.70746,15.61739,5285,-0.71
19.87736,18.78022,18.35936,18.1574,18.68011,6000,-1
17.75174,16.51389,16.07113,15.91344,15.85771,5651,-0.32
19.68024,17.13159,15.90773,15.4474,15.18943,4382,-0.28
21.34154,18.85199,17.65456,17.19981,16.91883,4382,-0.28
19.56201,18.57591,18.25651,18.17391,18.18266,6000,0
23.3595,20.44629,19.20725,18.72374,18.45187,4382,-0.28
20.86298,19.89528,19.59935,19.45121,19.39559,6000,0
23.36239,20.71916,19.27131,16.86929,15.67229,3714,-0.57
18.88667,17.66953,17.52995,17.50814,17.53832,7500,-1
18.93657,17.76575,17.32153,17.17787,17.11163,5661,-0.37
18.06256,16.81723,16.33003,16.13796,16.0021,5324,-0.75
19.20125,17.9387,17.42665,17.24204,17.1481,5285,-0.71
18.54055,18.11889,18.26514,18.4249,18.61792,9000,-2.5
19.18414,17.95308,17.40319,17.19107,17.08994,5680,-0.89
18.02868,17.07422,16.79792,16.70175,16.65968,7134,-0.07
19.92922,18.30404,17.62297,17.36617,17.22321,5059,-0.16
18.12384,17.35363,16.98383,16.886,16.85861,6162,-2.26
18.63208,17.60453,17.24276,17.11619,17.06962,6000,-1
17.73579,16.6547,16.28872,16.17036,16.12519,5966,-0.72
18.92506,17.96268,17.80139,17.75659,17.73248,7500,-1.5
22.42542,20.26784,19.17773,18.72065,18.47707,4382,-0.28
20.41913,18.01694,16.9841,16.59473,16.35626,4382,-0.28
18.47736,17.51768,17.2074,17.10454,17.05848,7134,-0.07
19.93909,20.30758,18.76704,18.64019,18.64021,7134,-0.07
19.67233,18.7074,18.5072,18.43951,18.39741,7134,-0.07
20.5082,19.01498,18.46701,18.22556,18.66881,5467,-0.4
23.58565,20.99357,19.12436,18.03403,17.41894,3717,-0.2
19.36457,18.2826,17.96512,17.83189,18.25108,6000,0
18.89051,17.42338,16.85839,16.64739,16.94267,5285,-0.71
19.36202,18.20687,17.81854,17.69025,18.00739,5790,-0.65
18.49377,17.40657,17.02279,16.86803,16.81354,5704,-0.74
21.07241,19.90474,19.47281,19.32242,19.29808,5476,-1.71
24.58954,23.84719,20.9666,19.97161,20.20874,3980,-0.04
20.37558,18.34279,17.50369,17.19184,17.37693,4576,-0.39
24.63464,20.25043,18.94418,17.08384,16.62059,4752,-0.91
18.34138,18.38044,18.66985,18.91562,19.13387,5000,0
19.30395,18.21375,17.79748,17.63016,17.56896,6000,-1
20.98137,18.75268,17.78893,17.43885,17.21639,4576,-0.39
18.99049,17.7628,17.32509,17.16847,17.11466,5659,-0.6
18.74702,17.66958,17.57164,17.54399,17.5521,7500,-2
17.76765,16.83152,16.51976,16.39778,16.35239,6000,-2
21.66552,19.61895,18.65821,18.25335,18.75027,4576,-0.39
18.49666,17.53107,17.20719,17.08209,17.01443,6000,-2
23.23424,20.23976,18.87457,18.21698,17.86268,3858,-0.06
18.52197,17.48518,17.31504,17.25633,17.23811,7000,-1
23.91239,22.03869,20.51667,19.81052,19.37836,3858,-0.06
19.16842,17.90656,17.85013,17.94771,18.08878,8388,0.78
18.27746,16.9095,16.3938,16.22757,16.15557,5426,-0.04
19.08991,18.07158,17.69886,17.55723,17.51471,6000,-1
19.67337,18.77947,18.51551,18.41797,18.37079,6500,-1.5
17.55398,16.31082,15.82231,15.63342,15.53234,5320,-0.76
24.52317,21.4978,19.59201,18.74098,18.23496,3980,-0.04
19.15806,17.86659,17.38871,17.21495,17.14319,5630,-0.45
18.30698,17.20043,16.81919,16.68777,16.62225,5873,-0.45
19.88715,18.65499,18.54798,18.49367,18.54131,6500,-1
18.06596,17.16684,16.91481,16.8295,16.82345,6000,0
21.90177,19.38369,18.02465,17.3981,17.00164,3858,-0.06
20.3217,19.16522,19.01356,19.00338,18.93169,7439,-0.26
19.9397,18.9539,18.83774,18.82893,18.85068,7500,-1.5
19.26637,18.14542,17.72457,17.57133,17.50683,5704,-0.74
16.99636,15.92862,15.55471,15.42426,15.37847,5873,-0.45
20.53234,19.22779,19.23543,19.23029,19.21722,6808,-1.24
17.55346,16.4614,16.07165,15.93776,15.8892,5373,-1.08
23.99035,21.50027,20.052,19.04201,18.48477,3717,-0.2
18.41044,17.11419,17.17528,17.2564,17.29607,7852,-1.67
17.70536,16.73086,16.63629,16.628,16.69169,7500,-1.5
19.25107,18.27643,18.11502,18.08633,18.0737,6808,-1.24
18.90428,17.79053,17.54102,17.48728,17.47082,7000,-2
18.71659,17.71405,17.34747,17.2254,17.17612,5935,-0.54
20.04526,18.19321,17.41537,17.31852,16.94732,4955,-0.23
18.02581,16.91819,16.50856,16.34972,16.28976,5373,-1.08
20.21413,18.97115,19.0416,19.11695,19.15884,9501,-0.25
17.35351,16.2599,16.11024,16.08904,16.07725,7000,-1.5
19.36935,18.19838,18.29536,18.30812,18.36269,9501,-0.25
17.98456,16.73983,16.29163,16.14483,16.08927,5630,-0.45
24.59458,21.06344,19.25622,18.18487,17.5786,3980,-0.04
18.32296,17.38053,17.03388,16.89078,16.86238,6000,-2
19.91384,18.76488,18.97799,19.11089,19.31018,9000,-2.5
19.41666,18.28319,18.29096,18.34413,18.41749,7500,-1
19.88316,18.90168,18.76131,18.72017,18.70406,7000,-2
17.83565,16.83118,16.6197,16.56206,16.5834,6500,-1
18.58389,17.50952,17.53116,17.58384,17.6813,7439,-0.26
24.67883,24.39788,23.91338,20.65301,18.97291,9656,-0.11
19.92624,18.8051,18.7174,18.69645,18.78703,7500,-1
19.93976,18.86309,18.90476,19.00516,19.10085,8637,-0.62
21.73868,19.27795,18.03718,17.52545,17.2676,3962,-0.36
20.90519,19.64027,19.85147,20.08053,20.12993,9000,-0.5
24.71081,25.29285,22.38405,20.31287,18.78712,4382,-0.28
19.57441,19.19185,19.278,19.40301,19.72858,9000,-2.5
17.52636,16.44213,16.07206,15.92902,15.88076,5873,-0.45
20.27716,19.06203,19.25179,19.41386,19.45339,8500,-2.5
21.69797,19.86473,19.05038,18.82257,18.68851,4727,0.05
15.62072,14.38711,14.55847,14.69316,14.77173,8500,-1.5
20.04624,19.27168,19.53973,19.77476,19.89458,7000,-2.5
18.66735,17.71182,17.54356,17.51807,17.53792,7000,-1.5
19.15452,18.0755,17.96536,17.96392,18.00143,7500,-1
18.90139,17.95951,17.74826,17.65415,17.59069,7000,-1.5
19.39384,17.59572,16.88713,16.90642,16.48324,5059,-0.16
17.17488,15.97577,16.16333,16.31853,16.38669,9500,-1
19.75632,19.24352,19.10621,19.06326,19.08914,7500,-1.5
19.36083,18.15841,17.64269,17.44558,17.36886,5073,-1.44
20.30313,19.22015,19.45187,19.67199,19.79948,9500,-2
19.23465,18.06863,17.6371,17.45133,17.33975,5661,-0.37
19.60294,18.64153,18.55453,18.58308,18.62023,7500,-2.5
16.81426,15.5194,14.96937,14.70796,14.56718,5152,-1.42
18.05346,17.02822,16.71489,16.60369,16.58625,6000,-1.5
23.66661,21.27505,19.88741,18.61911,17.94423,3717,-0.2
19.94086,19.03004,18.78175,18.72577,18.70575,7000,-2
20.71588,19.44163,19.17242,19.06989,19.02498,6000,-2
18.64062,17.33245,16.85364,16.6646,16.58424,6000,-1
20.36197,20.00215,20.25333,20.54809,20.47471,9000,-2.5
18.67951,17.76046,17.55988,17.45676,17.44561,6500,-2.5
19.95956,18.71828,18.93647,19.12163,19.20554,9500,-1.5
17.68367,16.59419,16.18793,16.03418,15.98387,5790,-0.65
19.20539,18.24311,18.00934,17.90706,17.91481,6500,-2
23.48075,21.71,20.12618,18.33704,17.38976,3717,-0.2
23.11698,21.55083,19.99081,19.20662,18.80671,3980,-0.04
17.80723,16.61237,16.18154,16.02633,15.95632,5720,-0.54
18.88832,17.59455,17.06225,16.85116,16.77336,5426,-0.04
19.30437,18.23283,18.07797,18.02242,18.01381,7000,-1.5
23.323,24.51451,23.53972,20.43509,18.80344,4142,-0.1
17.44867,16.52933,16.21541,16.08432,16.05429,6000,-2
24.63485,25.11442,21.1526,24.36199,18.73595,3717,-0.2
20.12395,18.89114,18.76736,18.76601,18.7487,6500,-2
17.75791,16.50201,16.05242,15.86797,15.77332,5661,-0.37
18.23066,17.11651,17.03416,17.0365,17.03509,7500,-1.5
20.19242,18.99215,18.89789,18.84963,18.91008,6500,-2.5
18.9362,17.8234,17.74419,17.75441,17.7986,7500,-1.5
18.68522,17.62449,17.50817,17.48544,17.54632,7500,-1.5
19.0433,18.06758,17.77738,17.63973,17.64155,6000,-2
16.60241,15.37831,14.9541,14.81017,14.75943,5720,-0.54
23.1566,20.97953,20.47134,20.14477,19.81147,5047,-1.34
20.20791,19.07205,18.90858,18.8813,18.88542,7000,-2
20.25951,19.0941,18.94092,18.88103,18.93616,7000,-1.5
19.0875,17.87938,17.42912,17.24321,17.12663,6000,-1.5
19.03827,18.11828,17.87621,17.79561,17.77271,6000,0
20.43857,19.21088,19.04172,19.02621,19.07605,7034,-0.78
19.25954,18.09886,17.62864,17.43608,17.40612,5720,-0.54
17.48799,17.79808,18.31583,18.9643,18.94414,9530,-0.2
18.7432,18.32011,18.55967,18.62257,18.82122,7652,0.06
16.79657,15.65062,15.26293,15.11878,15.06625,5935,-0.54
17.90005,16.70373,16.20045,15.97717,15.86362,5152,-1.42
19.4117,18.39609,18.31905,18.31363,18.31386,7500,-1.5
18.1821,17.17217,17.00973,16.96856,16.9723,7000,-1.5
19.84813,18.9932,18.58695,18.20107,18.3899,5895,-1.05
19.43566,18.3656,18.31827,18.33942,18.3797,8500,-2.5
18.82531,18.3789,18.5078,18.6682,18.87724,7652,0.06
20.26229,19.05494,19.03284,19.05492,19.10529,8500,-1
20.61687,19.09923,18.47588,18.47672,18.10173,5059,-0.16
19.38385,18.24225,17.78572,17.60523,17.50628,5704,-0.74
17.67636,16.45419,16.00113,15.82188,15.78339,5720,-0.54
19.68141,18.53784,18.44266,18.41442,18.44216,7500,-1
20.19189,18.95177,18.85842,18.67786,18.71975,7000,-2
20.63633,20.13071,20.34526,20.55255,21.36308,9000,-2.5
21.31201,19.34531,17.81603,16.70338,15.96447,3858,-0.06
19.45582,18.40254,18.32427,18.33333,18.3615,7500,-2.5
19.52218,18.51159,18.38826,18.38154,18.45649,7500,-2.5
20.43698,19.93394,20.1519,20.47703,20.53386,9000,-2.5
19.42963,18.33191,18.20323,18.1987,18.2199,8500,-1.5
20.325,18.58005,17.86451,18.1092,17.41232,4457,-0.96
20.64073,19.47751,19.31182,19.2361,19.17593,7500,-1
18.56305,17.45418,17.28233,17.26308,17.20557,7500,-1.5
18.94724,17.95391,17.73361,17.63727,17.61616,7000,-1.5
17.78789,16.65223,16.85497,17.02479,17.08902,8500,-2.5
18.2069,17.06559,16.53048,16.30268,16.18249,5895,-1.05
25.6022,22.69668,21.23551,18.43001,16.90614,3714,-0.57
18.28721,17.01726,17.1482,17.27636,17.34463,8500,-2.5
17.76822,16.6204,16.74753,16.85632,16.94357,9000,-2
20.45006,18.27115,17.36899,17.03649,16.85254,4576,-0.39
21.17438,18.31665,16.66352,14.55534,13.34129,3714,-0.57
18.59585,17.56536,17.22461,17.09328,17.05679,6000,-2
16.87595,15.7035,15.82927,15.95811,16.05276,9500,-1
18.48796,17.55045,17.24175,17.12707,17.0925,6500,-2
17.03492,15.90725,15.7093,15.63481,15.60308,7000,-2.5
18.82771,17.78504,17.43817,17.30498,17.29175,6000,-1
23.20916,23.74331,21.95732,19.29552,17.85038,3717,-0.2
19.74522,18.83824,18.59362,18.49729,18.561,6000,-2.5
17.07418,15.99017,15.84833,15.80063,15.83263,7000,-1.5
19.78115,18.64186,18.69291,18.77346,18.85051,8500,-1
20.16375,19.04951,19.10854,19.1844,19.24939,8500,-1.5
19.39832,18.46753,18.21951,18.11605,18.06818,6000,-2.5
19.42968,18.36777,18.67301,18.85946,18.91331,9500,-1
17.42868,16.23493,15.88923,15.76794,15.73691,5790,-0.65
20.44689,19.09049,19.33366,19.43509,19.53639,8500,-2.5
20.32787,19.12579,18.96155,18.90983,18.93022,7500,-2
19.244,18.03956,18.17492,18.29823,18.37907,9000,-2
17.41602,16.33917,15.97319,15.8464,15.81137,6000,-1
21.44757,19.58538,18.14952,17.77551,17.554,4382,-0.28
18.46895,17.58641,17.29222,17.19057,17.14246,6000,-2.5
19.46071,18.4215,18.38768,18.42588,18.48831,8500,-2
23.06228,20.34824,18.49811,17.80385,17.38684,3858,-0.06
18.922,18.62193,18.44758,18.48919,18.64995,7652,0.06
20.8802,18.91229,18.15986,17.85198,18.12033,4955,-0.23
20.34192,18.99634,18.39597,18.19086,18.39101,5059,-0.16
20.22146,18.27064,17.50576,17.16665,17.43782,5126,-0.59
20.64734,18.61376,17.77911,17.46047,17.57515,4955,-0.23
18.65616,17.53613,17.12836,17.02653,17.40969,5704,-0.64
18.38564,17.29945,16.93923,16.81284,17.17177,5845,-0.88
21.75456,18.89463,17.85255,17.13684,16.74673,3962,-0.36
18.96589,18.15271,18.06052,17.68818,17.54051,6500,-2.5
19.76444,18.87521,18.77165,18.34329,18.17406,5949,-1.7
19.30436,18.36224,18.27722,17.95377,17.82088,6500,-1.5
20.62936,19.49421,19.30887,18.9327,18.75651,6000,0
20.3884,19.04072,18.99417,18.92906,18.93062,8500,-1.5
18.55567,17.72469,17.53263,17.2056,16.99306,6000,-1.5
18.90991,17.36781,16.72392,16.35706,16.09607,5059,-0.16
19.84742,18.31657,17.69913,17.49581,17.38239,5285,-0.71
18.55446,16.44231,15.59474,15.29257,15.13206,4775,-0.12
20.15447,17.88402,16.98513,16.49217,16.16193,4382,-0.28
17.85762,16.95366,16.63155,16.38815,16.20727,6000,-1
21.51679,18.77096,17.66748,16.84688,16.36497,3890,0.28
18.05222,17.573,17.58442,17.96936,17.81894,8500,-2.5
20.23537,19.07995,18.97722,19.28334,18.95083,8500,-1
18.47471,17.45835,17.16481,17.05783,17.04192,6500,-1
25.38482,24.43501,22.63612,21.57346,19.06541,3717,-0.2
21.11916,19.11932,18.39465,18.24286,17.92983,4955,-0.23
18.57634,17.55391,17.3186,17.20335,17.36417,6162,-2.26
18.54934,17.35862,16.84693,16.60999,16.46803,5000,0
19.28277,18.89438,19.14293,19.39136,19.85484,9000,-2.5
20.94727,19.09706,18.25503,17.92978,17.76359,4576,-0.39
22.90513,20.10368,18.95668,18.4702,18.80428,4382,-0.28
20.50635,18.6398,17.82888,17.51313,17.30929,4304,-1.35
19.41822,18.3411,18.06466,17.99501,17.99145,6432,-0.33
17.63935,16.52867,16.13031,15.98071,15.92862,5790,-0.65
19.12406,18.11736,17.76807,17.61104,17.61171,6000,-1
21.10951,20.01992,19.61537,19.29886,18.91421,6129,-0.74
19.74447,18.05774,17.33651,17.04107,16.89764,5059,-0.16
19.45122,18.55863,18.84827,19.05071,19.16862,8500,-2.5
18.86798,17.85117,17.3831,17.21149,17.11685,5651,-0.32
19.63091,18.63079,18.41841,18.312,18.33168,6500,-2
25.59574,24.11077,22.80837,19.91773,18.68285,3717,-0.2
19.74229,18.57859,18.35834,18.27867,18.22666,6000,0
22.31932,19.64577,17.8458,17.21866,16.91475,4000,0
17.96452,16.77207,16.2911,16.12109,16.03838,5659,-0.6
19.78905,18.6773,18.56101,18.55276,18.5842,7000,-2
18.37159,16.28451,15.44592,15.16673,15.01227,4775,-0.12
23.66926,21.9934,20.47067,19.25737,18.81546,3717,-0.2
