u,g,r,i,z,Teff
21.97685,19.5207,18.10066,16.89386,16.20241,3717
22.22108,19.92254,18.55074,17.6911,17.21058,3980
20.67744,18.83501,18.09987,17.79215,17.62773,4861
21.62393,19.15302,17.75175,16.68737,16.11135,3717
21.28531,19.34146,18.54821,18.27325,18.13683,4955
21.86299,19.58153,18.24556,17.68507,17.32144,3962
22.20739,19.62472,18.19102,17.06027,16.4711,3717
22.66119,19.90881,18.5155,17.83963,17.49384,3858
19.89938,18.45455,17.94799,17.73823,17.66054,5320
19.66288,18.72219,18.43162,18.32756,18.26273,6000
21.75188,19.38641,18.11303,17.52569,17.17584,3962
19.3932,18.48274,18.16551,18.05122,18.04328,6000
20.80375,19.15815,18.46149,18.21217,18.02339,4801
22.13193,19.43851,18.00921,16.98196,16.40734,3717
22.09129,19.5181,18.22875,17.66844,17.32618,3962
22.41921,19.65889,18.4191,17.89149,17.58994,4382
20.01276,18.63364,18.15839,18.01027,17.95712,5466
20.64229,18.89538,18.25768,18.04412,17.93746,5169
21.2671,18.98994,17.6719,17.06646,16.6774,3962
20.56536,18.93478,18.26476,18.0521,17.91263,5169
22.67799,19.98216,18.57451,17.3524,16.6631,3717
19.84765,18.85205,18.53204,18.45983,18.41105,5880
20.34689,18.87668,18.25739,18.01315,17.8855,5320
20.1922,18.52959,17.90588,17.67341,17.54991,5059
21.56995,19.17989,17.95373,17.46202,17.13759,3962
19.13207,18.20948,17.85997,17.67407,17.62166,6000
18.15884,17.08576,16.72041,16.56449,16.51961,6000
18.9335,17.823,17.70424,17.69035,17.74554,7500
16.34046,15.31662,15.16903,15.12703,15.15101,7000
19.32516,18.91644,18.99892,19.16438,19.30734,7652
24.75623,21.5524,20.21177,18.90857,18.22801,3717
17.96934,17.10763,16.76155,16.62646,16.60012,6000
18.26557,17.86094,18.0857,18.30308,18.62119,7652
20.34196,20.39552,20.68652,20.87447,21.45892,7652
18.86338,17.57399,17.71729,17.84163,17.88688,8500
19.20474,18.85861,19.10606,19.3438,19.54581,9000
17.28857,16.10505,16.24274,16.35151,16.47666,9000
20.43076,19.96131,19.92494,20.15775,20.53198,7652
19.63368,18.59948,18.31139,18.21487,18.21193,6500
19.00093,17.97565,17.60981,17.47599,17.47066,6000
19.53901,19.61811,19.9114,20.08997,20.65823,5684
19.91522,19.65707,19.81973,20.10779,20.53073,9000
18.79388,17.52935,17.53452,17.55526,17.64667,7500
18.78403,18.2797,18.41439,18.57562,18.82132,7652
26.46766,23.17606,21.17715,19.06657,17.6691,5000
18.88148,17.64091,17.50413,17.44448,17.45696,7500
18.26862,17.05575,16.78333,16.67206,16.6401,6500
18.19499,17.30263,17.0058,16.9053,16.87658,6500
19.44313,18.36497,18.1941,18.15728,18.19173,7000
17.86769,16.71566,16.92091,17.08422,17.19705,9000
19.78834,18.94394,17.21813,16.02088,15.9433,4246
20.00413,18.8729,18.51701,18.39314,18.34114,6155
18.90305,17.83367,17.39765,17.24814,17.21009,5704
24.45191,25.06832,22.96483,20.39969,18.54125,4836
24.66855,23.86411,23.05644,20.33335,18.84735,3717
19.7431,18.47557,18.61772,18.74881,18.8217,8500
19.25742,18.80173,18.99364,19.1739,19.43875,9000
16.36812,15.16278,15.30785,15.45823,15.53865,8500
23.63194,21.35987,19.85208,19.10013,18.59505,3980
20.23279,19.81525,19.93154,20.03656,20.15288,7652
24.58559,22.0506,20.54226,18.93203,17.98403,3717
20.61968,18.91041,17.73973,17.3657,17.09332,4382
19.7167,18.50811,17.99107,17.801,17.70482,5651
25.89109,24.37345,23.76504,20.51285,19.00768,5807
23.73262,21.56336,20.04533,18.69068,17.93127,3717
20.27895,17.70289,16.57959,16.19478,15.98306,4246
20.08139,19.78471,20.022,20.2846,20.35818,9000
20.06247,19.65105,19.76351,19.98778,20.22622,7652
20.04512,19.62937,19.67016,19.73744,19.9697,8500
18.60932,17.74581,17.44892,17.32902,17.28544,6000
22.64408,19.78305,18.36475,17.43109,16.92267,3980
25.97319,23.7012,22.53989,19.48921,17.8081,3717
19.25603,18.16355,18.02071,18.02056,18.06339,7118
17.15532,16.13017,15.76155,15.63292,15.58141,5777
19.06193,19.28431,19.74297,20.08317,20.15862,9530
17.17432,16.2472,15.93214,15.81811,15.77167,6000
18.30438,17.37745,17.03727,16.89744,16.83919,6000
24.62537,25.15334,24.09254,20.94377,19.15979,4465
17.18842,16.11682,16.05584,16.08672,16.13031,7500
18.37473,17.14955,16.67244,16.51527,16.44128,5474
19.2042,18.23631,17.96889,17.88608,17.87332,6500
18.9583,17.88945,17.87811,17.90153,17.95223,8500
18.82195,17.81522,17.51081,17.42396,17.41526,6000
20.18922,18.58689,17.94803,17.66946,17.50169,5073
20.90883,18.65863,17.78898,17.47218,17.3252,4576
20.9283,19.60412,18.96131,18.74031,18.68931,5047
19.39486,18.33309,17.97938,17.87269,17.83482,6000
19.88543,18.82984,18.30018,18.07426,17.98027,6000
20.74567,18.17636,16.92584,16.2763,15.94863,3962
18.57041,17.4939,17.40493,17.42101,17.46346,8500
25.09357,24.71302,24.13704,21.11359,19.48511,5777
20.2228,19.10828,19.09966,19.13994,19.32017,8500
19.06758,16.58841,15.51216,15.14064,14.95412,4382
19.20896,18.25632,17.95875,17.85954,17.84372,6500
20.35285,18.29118,17.49364,17.29789,17.05101,4752
24.19659,22.03368,20.56138,19.92967,19.60881,3858
21.36145,19.87087,19.21286,18.9624,18.80885,5059
18.97726,17.81607,17.40886,17.27674,17.23221,5890
22.34314,19.38699,17.88256,16.31065,15.43376,3717
24.83124,23.10705,21.4868,19.93203,19.37911,3717
21.53835,18.61703,17.21754,16.5859,16.26032,3858
19.35719,18.21557,18.40944,18.5576,18.74375,9500
17.37008,16.24246,15.86845,15.73136,15.69243,5704
21.01728,18.54143,17.18514,16.02195,15.38294,3717
18.23085,17.28501,17.00005,16.91579,16.9014,6500
16.37991,15.3138,15.09962,15.04701,15.06106,6432
19.18718,16.73044,15.69714,15.36307,15.17464,4528
22.7069,20.69267,19.92913,19.63032,19.52055,5059
18.72878,18.48008,18.01868,17.0361,16.2911,3717
18.08928,16.82931,16.26514,16.03102,15.89509,5152
17.44975,16.4934,16.11178,15.94161,15.89226,5961
23.98957,23.18043,21.14002,18.45327,16.90281,3710
19.76951,18.43453,17.95092,17.75433,17.71178,5374
18.69946,17.79773,17.53296,17.45061,17.44975,6000
18.04711,16.94775,16.55564,16.41639,16.39723,5704
20.53104,19.40294,19.10382,18.98053,18.96535,6500
23.70403,23.60813,24.03306,20.50444,18.73198,4000
17.18392,16.06449,15.58738,15.37683,15.27346,6000
18.26949,17.00952,16.79048,16.72006,16.71989,6500
22.11135,19.10193,18.0468,17.65831,17.49031,4382
19.01983,17.89398,17.42795,17.25043,17.19709,5630
17.441,16.36761,15.97662,15.84761,15.79828,5704
21.87516,19.28963,17.85081,16.76365,16.17712,3717
22.73973,20.01757,18.56342,17.72905,17.25402,3980
21.4113,19.18234,17.86785,17.25657,16.89166,3962
19.49374,18.35726,17.89693,17.72989,17.55516,5320
22.77012,19.42747,17.961,16.74691,16.05347,3717
21.25407,19.11992,18.22125,17.86064,17.6238,4576
22.09226,19.5994,18.37644,17.86958,17.5579,4382
21.75386,19.17543,17.95236,17.42888,17.13613,3962
21.90567,19.71572,18.33036,17.3789,16.83199,3717
21.95504,19.44798,17.94643,17.02771,16.46244,3980
21.73557,19.20626,18.08858,17.60735,17.34786,4382
21.98527,19.13017,17.72606,16.94703,16.51259,3980
20.01053,18.69435,18.17221,18.04507,17.98631,5320
20.43179,18.83162,18.0789,17.76305,17.58514,5059
21.72499,19.24081,17.80182,16.91145,16.41601,3705
22.00388,19.47065,18.20077,17.66137,17.39194,4382
22.61728,20.84063,20.20238,19.9312,19.68935,4801
17.4835,17.01871,17.37764,17.64709,17.87319,9640
21.32468,19.99237,19.26349,18.99234,18.81303,4752
19.39856,18.4336,18.2421,18.1969,18.2203,7000
18.49875,17.52459,17.16928,17.02386,16.98895,6000
23.47595,25.11438,18.5854,17.52586,16.7952,4246
18.67258,17.69542,17.40468,17.3197,17.26758,6000
20.17767,19.07702,18.92951,18.88638,18.89855,7500
18.83835,17.70569,17.29534,17.14486,17.08738,5665
18.55149,17.43745,16.97266,16.89358,16.79331,5720
23.41684,21.272,19.71555,19.07061,18.66715,3858
23.94225,24.23583,22.94189,20.4732,19.02356,5645
17.9369,16.91471,16.55342,16.42271,16.37595,5790
24.85221,22.66671,21.46976,20.10695,19.47005,3782
25.94294,23.26606,21.44989,18.59952,16.82978,3717
19.42097,18.35169,17.94886,17.7722,17.69729,5704
17.40519,16.26758,15.82431,15.67296,15.59058,5651
17.36671,17.38061,17.43997,17.60815,17.81599,6361
16.56478,15.4548,15.33726,15.3231,15.33267,7500
24.17824,25.04565,23.90258,20.92398,19.52563,3737
19.17404,18.24934,17.97796,17.90135,17.86965,6500
18.80716,17.98844,19.30824,17.47234,17.31698,6500
19.19569,18.13345,18.07285,18.09678,18.17408,7500
20.61331,18.62759,17.8173,17.5544,17.36928,4955
23.51933,21.88289,19.99802,19.47737,19.16963,4000
24.63481,25.11455,20.09801,18.35628,17.6772,3717
19.60386,18.02945,17.42925,17.20966,17.08163,5221
24.41975,24.16392,22.97729,20.1582,18.60991,3710
17.84535,16.80226,16.46422,16.32568,16.29483,6000
17.82777,16.6543,16.44855,16.40922,16.42141,6604
18.63026,17.36066,16.87707,16.70066,16.64269,5474
16.05877,16.22555,16.59989,16.83216,17.04776,13582
18.61739,14.98552,13.49015,13.16122,12.42532,3917
16.67583,15.75724,15.43646,15.31857,15.29058,6000
17.75269,16.58577,15.43834,14.61296,14.10592,3705
22.21146,19.64328,18.22782,17.10394,16.52407,3717
16.8002,15.91376,15.64256,15.54957,15.50865,7000
17.90527,16.74693,16.31275,16.16654,16.12805,5671
19.19992,18.22571,18.12735,18.11264,18.17382,7500
20.01649,17.33451,15.89661,14.99676,14.53957,3980
18.70371,18.16989,18.02236,17.98385,18.05111,7000
19.12274,17.50026,16.84837,16.62364,16.52944,5169
24.97179,20.51448,19.87718,18.2556,17.50257,3690
17.87863,16.77022,16.38026,16.22565,16.1858,5704
17.30771,17.75274,18.2485,18.63597,18.983,6361
22.48015,20.33546,19.70973,19.5976,19.61947,5132
24.75963,24.55206,21.7464,19.20754,17.66954,3700
17.78811,16.8474,16.48051,16.33467,16.28749,6000
20.835,18.71223,17.85442,17.52577,17.43377,4576
19.6591,18.38614,18.46889,18.53889,18.64483,8500
17.44673,16.25005,15.98247,15.87339,15.82837,6500
19.06651,18.09598,17.75405,17.61556,17.59938,6000
20.07123,19.02636,18.84895,18.81923,18.76916,7000
24.4557,24.02769,22.70431,20.60945,19.20808,3700
18.9063,17.75814,17.33796,17.19706,17.16385,5873
17.74892,16.64361,16.23134,16.07423,16.02055,5613
16.86078,15.7525,15.72932,15.80354,15.90357,8500
25.15949,25.29274,23.31852,20.90409,19.37149,13050
25.75288,25.11418,22.97602,19.94687,18.47702,3714
17.29661,16.3637,16.09131,15.98883,15.96597,6500
19.75213,18.62516,18.44914,18.40266,18.47097,7500
20.57923,19.4933,19.30879,19.26035,19.21855,7500
18.15683,17.85147,18.21466,18.43398,18.71192,9000
25.17539,24.40765,22.59771,19.90774,18.44053,5000
20.52419,19.48093,19.38062,19.37202,19.45833,7500
18.59956,18.88792,19.38921,19.71377,20.03094,9640
18.99616,17.96577,17.84317,17.82665,17.85048,7500
19.43177,18.43218,18.02333,17.84438,17.82401,6000
19.09208,18.00782,17.97838,18.01764,18.04248,8500
18.97367,17.90182,17.4321,17.26196,17.2029,5665
18.51565,17.29297,17.02054,16.90926,16.85838,7000
18.00283,16.91586,16.89713,16.95933,17.0274,8500
22.24825,19.84926,18.41885,17.75532,17.29582,3858
18.35521,17.1272,16.60686,16.39071,16.2747,5257
21.07533,19.64163,19.18332,19.05,19.27039,6724
18.69337,17.65134,17.61287,17.61787,17.67109,7500
20.0154,18.9362,18.94255,19.01409,19.11169,7500
18.08668,16.93758,16.51976,16.36947,16.32295,5659
18.4193,17.27559,16.99591,16.86603,16.82046,6000
25.01797,24.47392,22.16493,19.41991,17.84415,3717
16.91545,15.88402,15.5241,15.39718,15.36296,6000
22.84162,20.15805,19.03551,17.84781,17.05868,3717
19.04732,19.21155,19.63489,19.95559,20.36568,9000
18.63032,19.11983,19.62843,20.03411,20.42033,9899
17.16051,16.11643,15.76906,15.64887,15.60021,6000
19.34706,16.88976,15.69541,15.26838,15.0363,4382
20.25024,19.0894,19.11309,19.1578,19.40217,8500
18.65548,17.5809,17.17388,17.03011,16.9682,5762
19.48908,19.02611,19.06534,19.28383,19.84437,7652
18.09535,17.06809,16.72742,16.61019,16.57705,6000
16.81204,15.53612,15.68304,15.79153,15.84605,7852
20.36085,17.85644,16.73348,16.32856,16.07248,4382
20.075,18.82476,19.01351,19.15678,19.3094,8500
19.46335,18.25601,17.78556,17.61324,17.53991,5630
18.62774,17.64697,17.68921,17.7261,17.75253,8500
17.90959,16.67106,16.85096,16.99339,17.08089,9500
19.55289,19.49047,19.81707,20.11564,20.68836,9000
16.60574,15.38578,15.58056,15.76766,15.84216,9500
16.54997,15.5512,15.32701,15.2753,15.30373,7000
18.772,17.605,17.71478,17.78375,17.87923,9000
19.76777,18.46007,18.48271,18.5588,18.62206,7852
19.12536,18.81078,19.05024,19.36269,19.64882,9000
18.00208,16.97267,16.90448,16.91346,16.92911,7500
19.47699,18.39373,18.35032,18.37815,18.53497,7500
16.93547,16.04614,16.3251,16.53401,16.68441,9640
19.62646,18.56454,18.46952,18.46045,18.58833,7500
21.36627,19.15489,17.95988,17.45527,17.15065,4382
25.50631,25.00224,23.04644,20.44928,18.90508,3714
19.47258,18.35756,18.29107,18.31574,18.40109,7500
18.13057,16.99203,16.59705,16.44567,16.40262,5720
20.71197,19.47651,19.25104,19.17966,19.30713,7500
23.37105,23.7852,22.46577,19.58727,17.95699,5820
19.53023,18.5251,18.47346,18.47885,18.5031,8500
23.40851,24.64664,20.84367,19.10168,18.50538,3822
23.0544,20.88786,19.48295,18.29047,17.60709,3717
16.92652,15.84619,15.70652,15.70748,15.74269,7500
17.59574,16.42044,16.43263,16.4912,16.60187,8500
20.90677,19.96133,19.5952,19.39752,19.36779,5621
18.59346,17.442,17.19595,17.09072,17.08429,6500
19.86703,19.48969,19.66006,19.88922,20.1725,9000
19.448,18.57251,18.85447,19.08298,19.12717,9640
17.49777,16.42897,16.09596,15.96737,15.92542,6000
23.91045,25.0558,22.79401,20.67968,19.32352,3717
20.18104,21.81521,20.3462,21.67534,21.26828,6000
18.65129,17.57328,17.5428,17.53675,17.61078,8500
20.35754,19.06041,19.1449,19.19262,19.22521,7500
18.02002,16.98039,16.61454,16.49478,16.42037,6000
19.20272,18.14359,17.85343,17.71482,17.69462,6000
23.94296,23.90488,23.79144,20.98806,19.37701,4546
24.11123,25.21102,24.86869,21.00072,19.43157,4066
21.9273,19.6052,18.40169,17.89025,18.79927,3962
19.85881,20.00422,20.4097,20.76048,21.09948,9000
18.29405,17.13475,16.7272,16.57752,16.52727,5762
20.4313,19.41193,18.92064,18.50877,18.18,3690
17.3364,16.09398,15.96715,16.00236,16.05149,7080
18.16135,16.92731,17.02256,17.10938,17.11699,8500
17.85795,16.66136,16.27237,16.16091,16.08963,5813
24.11747,21.27164,19.7456,18.60592,17.93205,3717
24.27122,25.876,22.8778,19.97807,18.51358,3717
23.62333,21.69339,20.71683,19.5968,18.81413,3717
20.10787,19.18942,19.11108,19.1228,19.14017,7500
19.76556,18.59129,18.31689,18.24904,18.19876,7000
23.21508,23.82181,21.89947,18.96051,17.26201,3717
18.20874,17.0755,16.67595,16.54372,16.51462,5891
20.16357,19.07755,19.01553,19.05722,19.05334,7450
17.58595,16.46361,16.04372,15.89986,15.85796,5373
22.38808,19.66076,18.37439,17.75275,17.3776,3858
19.04967,17.7667,17.21904,17.03286,16.94161,5000
19.7542,18.53197,18.11882,17.91506,17.93587,5704
19.4695,18.09649,17.66182,17.5062,17.4107,5659
24.67685,24.1854,22.67418,20.29315,18.54932,5260
17.6604,16.38097,15.92754,15.76188,15.70218,5373
18.75772,18.39114,18.73631,18.96887,19.18194,8500
21.70374,18.93852,17.5611,16.99907,16.61673,4576
19.04253,18.02639,17.64566,17.50586,17.46576,6000
19.82015,18.61993,18.62841,18.70327,18.84897,8500
19.18349,18.1378,18.07235,18.08083,18.1343,7368
26.24283,25.5896,23.62956,20.73962,19.20339,5548
17.73813,16.48511,16.40397,16.41094,16.43609,7000
19.62805,18.42215,18.41286,18.47305,18.46186,8500
24.68087,23.14895,22.10481,19.16058,17.48302,5377
23.71231,24.93444,22.7994,20.57697,19.01166,3717
22.99623,23.37142,21.70692,18.94329,17.26035,3717
18.01161,16.95678,16.78862,16.72887,16.75676,7000
19.40587,18.664,18.22379,17.10529,16.29117,3717
18.80435,17.834,17.57793,17.45777,17.44729,6000
19.96599,18.87319,18.66506,18.59486,18.66443,7000
17.78824,16.59032,16.34842,16.25462,16.21768,6500
19.41498,18.17996,18.01447,17.96725,17.97791,7500
18.31249,17.10786,16.69595,16.54779,16.47721,5661
19.21005,18.06578,17.67068,17.523,17.47663,5762
23.89125,22.34473,20.91565,19.84572,19.37749,3717
18.57688,17.40833,17.26074,17.19254,17.19248,7500
23.20993,23.09424,21.44958,18.96088,17.46198,5000
17.01088,16.11704,15.89585,15.80861,15.82933,6500
23.0202,20.84014,19.54633,18.17848,17.25108,3717
20.2873,19.13614,19.19207,19.28141,19.37039,8500
20.09713,19.01938,19.0377,19.06336,19.15415,8500
22.15401,19.1726,17.72828,16.37557,15.63101,3717
20.55991,19.42739,19.17686,19.07486,19.085,6500
21.99422,19.2273,17.86084,18.18721,16.75978,3858
21.41353,18.71626,17.31292,16.32734,15.78919,3717
20.26026,19.03428,19.04314,19.08743,19.10022,8500
16.60613,15.4394,15.38155,15.3961,15.43983,7500
19.13432,18.84425,19.15682,19.41096,19.53312,9000
17.95893,16.81948,16.43953,16.3105,16.26979,5704
24.01311,23.93839,24.18625,20.96991,19.33279,3690
17.29369,16.54163,16.83964,17.09272,17.26339,9640
18.56686,17.32113,17.53091,17.69106,17.77095,8500
19.15024,19.10452,19.33403,19.56244,19.91246,9899
19.11998,18.05849,17.66426,17.525,17.48817,5830
20.26249,19.18177,19.31252,19.44531,19.48789,9500
19.30733,17.84214,17.42441,17.29012,17.22373,5285
18.63674,17.59183,17.48224,17.46886,17.51614,7118
18.95636,17.71028,17.19654,16.992,16.89747,5373
17.51027,16.57301,16.29058,16.1942,16.17402,6500
19.57328,17.61959,16.83599,16.56898,16.42934,4955
19.47618,18.18468,17.54988,17.27352,17.12743,5320
23.95287,20.74799,19.26567,18.31965,17.77946,3705
19.72023,17.43045,16.46246,16.08314,15.91902,4576
17.70455,16.63912,16.5645,16.56845,16.60033,7500
18.26674,17.0807,16.57715,16.36178,16.25073,5100
24.44265,25.22778,23.50325,21.04678,19.43108,5807
17.65388,16.7156,16.3129,16.15459,16.09125,6000
18.27418,17.01616,17.2013,17.35067,17.43671,9500
16.42655,15.16318,15.0416,15.01775,15.01229,7500
19.26172,18.10314,18.1003,18.1714,18.21101,9500
19.09325,17.85195,17.59042,17.4984,17.46837,6500
18.28153,17.20984,16.95088,16.86598,16.85201,6500
18.16425,17.01608,17.08106,17.19621,17.27843,8500
18.33986,18.69506,19.17606,19.56372,19.72653,6361
18.73096,17.78655,17.45036,17.32213,17.33646,6000
18.52686,17.41604,17.00026,16.83994,16.80317,5630
17.58215,17.16653,17.28916,17.43046,17.63651,7652
25.59757,24.69944,25.52073,20.98791,19.33845,4204
18.13477,17.04679,16.664,16.53571,16.49,5373
20.62325,19.52879,19.20378,19.11682,19.15908,5961
15.63452,14.28735,13.76672,15.06573,13.50104,5320
16.89165,15.83044,15.46799,15.34172,15.30424,5790
18.51347,17.29076,16.79355,16.60409,16.50612,5659
17.92674,16.82777,16.44905,16.33333,16.30377,5873
22.58532,24.75684,24.03495,20.9896,19.48138,5047
15.96087,14.8332,14.81126,14.85113,14.92895,8500
18.81434,17.95308,17.66089,17.57548,17.57066,6500
24.54778,24.57245,23.2774,20.31159,18.83991,13050
19.432,18.12551,18.20856,18.27749,18.33045,8500
26.05891,24.84187,22.21221,20.14645,18.78515,3717
19.47002,18.53491,18.26087,18.18787,18.11076,6000
19.95419,18.81243,18.7276,18.67297,18.71952,7000
21.26236,19.91995,19.63949,19.28879,19.20776,5261
25.50189,24.95752,21.74881,19.5128,18.14341,3710
24.9051,22.03647,20.82506,19.51676,18.85278,3717
19.43641,18.3968,18.11967,17.97379,17.95565,6000
23.13143,20.9958,19.57591,18.84034,18.3999,3980
19.24984,18.18328,18.18002,18.21656,18.26397,8500
24.82454,23.09341,21.41947,19.1421,17.73225,3717
23.8323,22.81507,21.35867,18.78076,17.23206,3717
25.75066,24.1858,22.70333,20.06513,18.66972,3717
18.31755,17.19895,17.30714,17.44403,17.54991,8500
24.47984,21.12561,19.99583,19.63788,19.31235,4576
17.2918,16.39559,16.15117,16.05459,16.0594,6500
25.20205,25.31652,23.9202,20.82699,19.31185,7134
21.27232,18.92713,17.36297,15.68997,14.79855,3717
15.87731,15.98891,16.39285,16.70746,16.93355,9640
19.12201,17.80076,17.2598,17.04298,16.93448,5320
18.62176,17.13944,15.65689,16.09665,15.78875,4804
17.22217,15.91736,15.40447,15.19519,15.08675,5324
19.64143,19.44013,19.67118,19.93397,20.4534,7652
18.92672,17.74341,17.56911,17.54353,17.52725,7500
19.4413,18.37364,17.97903,17.7998,17.759,6000
19.52061,18.29857,17.98599,17.88574,17.86425,6500
17.8948,16.66128,16.7826,16.90339,16.96013,8500
21.48166,19.72941,18.8871,18.53721,18.30107,4775
19.85945,18.74462,18.29075,18.10091,18.05214,6000
18.37903,17.19819,16.70335,16.511,16.41886,6000
